Project,Module,File,GT,TFIDF@10,Score@10,TFIDF@20,Score@20,TFIDF@30,Score@30,TFIDF@40,Score@40,TFIDF@50,Score@50,TFIDF@60,Score@60,TFIDF@70,Score@70,TFIDF@80,Score@80,TFIDF@90,Score@90
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageToConvert.java,None,BBB web,76.58,BBB web,76.58,BBB web,76.58,BBB web,76.58,BBB web,76.58,BBB web,76.58,BBB web,76.58,None,76.58,None,76.58
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java,FreeSWITCH,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79,FreeSWITCH,103.79
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,None,BBB web,80.08,BBB web,80.08,BBB web,80.08,BBB web,80.08,BBB web,80.08,BBB web,80.08,BBB web,80.08,BBB web,80.08,None,80.08
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageConversionStarted.java,None,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,None,74.63,None,74.63
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,None,BBB web,75.39,BBB web,75.39,BBB web,75.39,BBB web,75.39,BBB web,75.39,BBB web,75.39,BBB web,75.39,None,75.39,None,75.39
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java,None,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,None,74.73,None,74.73
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java,FreeSWITCH,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11,FreeSWITCH,90.11
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java,None,BBB web,76.36,BBB web,76.36,BBB web,76.36,BBB web,76.36,BBB web,76.36,BBB web,76.36,BBB web,76.36,None,76.36,None,76.36
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningAndRecordingEvent.java,FreeSWITCH,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29,FreeSWITCH,102.29
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,FreeSWITCH,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81,FreeSWITCH,100.81
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/XMLResponseConferenceListParser.java,FreeSWITCH,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18,FreeSWITCH,100.18
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ExternalProcessExecutor.java,None,BBB web,76.97,BBB web,76.97,BBB web,76.97,BBB web,76.97,BBB web,76.97,BBB web,76.97,BBB web,76.97,None,76.97,None,76.97
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java,None,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,None,74.63,None,74.63
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageCounter.java,None,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,None,74.73,None,74.73
bigbluebutton,Presentation Conversion,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathCommands.java,Apps,Apps,67.08,Apps,67.08,Apps,67.08,Apps,67.08,Apps,67.08,Apps,67.08,None,67.08,None,67.08,None,67.08
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java,None,BBB web,76.27,BBB web,76.27,BBB web,76.27,BBB web,76.27,BBB web,76.27,BBB web,76.27,BBB web,76.27,None,76.27,None,76.27
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,None,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,BBB web,74.63,None,74.63,None,74.63
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java,FreeSWITCH,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40,FreeSWITCH,101.40
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java,FreeSWITCH,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95,FreeSWITCH,97.95
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,FreeSWITCH,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEvent.java,FreeSWITCH,FreeSWITCH,80.75,FreeSWITCH,80.75,FreeSWITCH,80.75,FreeSWITCH,80.75,FreeSWITCH,80.75,FreeSWITCH,80.75,FreeSWITCH,80.75,FreeSWITCH,80.75,None,80.75
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,BBB web,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,BBB web,74.81,None,74.81,None,74.81
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java,BBB web,BBB web,75.95,BBB web,75.95,BBB web,75.95,BBB web,75.95,BBB web,75.95,BBB web,75.95,BBB web,75.95,None,75.95,None,75.95
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java,FreeSWITCH,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02,FreeSWITCH,101.02
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PageConvertProgressMessage.java,None,BBB web,74.68,BBB web,74.68,BBB web,74.68,BBB web,74.68,BBB web,74.68,BBB web,74.68,BBB web,74.68,None,74.68,None,74.68
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java,FreeSWITCH,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,FreeSWITCH,87.06,None,87.06
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,None,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,None,74.72,None,74.72
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,None,BBB web,78.64,BBB web,78.64,BBB web,78.64,BBB web,78.64,BBB web,78.64,BBB web,78.64,BBB web,78.64,None,78.64,None,78.64
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java,BBB web,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,BBB web,74.80,None,74.80,None,74.80
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java,None,BBB web,84.15,BBB web,84.15,BBB web,84.15,BBB web,84.15,BBB web,84.15,BBB web,84.15,BBB web,84.15,BBB web,84.15,None,84.15
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,None,BBB web,81.50,BBB web,81.50,BBB web,81.50,BBB web,81.50,BBB web,81.50,BBB web,81.50,BBB web,81.50,BBB web,81.50,None,81.50
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java,FreeSWITCH,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36,FreeSWITCH,103.36
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,FreeSWITCH,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67,FreeSWITCH,98.67
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,FreeSWITCH,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35
bigbluebutton,Presentation Conversion,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageSender.java,Redis PubSub,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85,Redis PubSub,298.85
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ConnectionManager.java,FreeSWITCH,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32,FreeSWITCH,96.32
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,None,BBB web,79.54,BBB web,79.54,BBB web,79.54,BBB web,79.54,BBB web,79.54,BBB web,79.54,BBB web,79.54,None,79.54,None,79.54
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,None,BBB web,74.64,BBB web,74.64,BBB web,74.64,BBB web,74.64,BBB web,74.64,BBB web,74.64,BBB web,74.64,None,74.64,None,74.64
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java,FreeSWITCH,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17,FreeSWITCH,102.17
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DelayedCommand.java,FreeSWITCH,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63,FreeSWITCH,104.63
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java,FreeSWITCH,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61,FreeSWITCH,102.61
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/SocketClient.java,FreeSWITCH,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,FreeSWITCH,89.23,None,89.23
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java,BBB web,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,None,74.78,None,74.78
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java,FreeSWITCH,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30,FreeSWITCH,100.30
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java,None,BBB web,74.74,BBB web,74.74,BBB web,74.74,BBB web,74.74,BBB web,74.74,BBB web,74.74,BBB web,74.74,None,74.74,None,74.74
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/TextFileCreatorImp.java,None,BBB web,80.39,BBB web,80.39,BBB web,80.39,BBB web,80.39,BBB web,80.39,BBB web,80.39,BBB web,80.39,BBB web,80.39,None,80.39
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java,FreeSWITCH,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55,FreeSWITCH,99.55
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommand.java,FreeSWITCH,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25,FreeSWITCH,100.25
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,FreeSWITCH,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10,FreeSWITCH,110.10
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/UploadedPresentation.java,None,BBB web,74.49,BBB web,74.49,BBB web,74.49,BBB web,74.49,BBB web,74.49,BBB web,74.49,BBB web,74.49,None,74.49,None,74.49
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,BBB web,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,BBB web,74.77,None,74.77,None,74.77
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,FreeSWITCH,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,FreeSWITCH,84.12,None,84.12
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PngCreator.java,None,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,BBB web,74.72,None,74.72,None,74.72
bigbluebutton,Presentation Conversion,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java,Apps,Apps,63.84,Apps,63.84,Apps,63.84,Apps,63.84,Apps,63.84,Apps,63.84,None,63.84,None,63.84,None,63.84
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,None,BBB web,75.22,BBB web,75.22,BBB web,75.22,BBB web,75.22,BBB web,75.22,BBB web,75.22,BBB web,75.22,None,75.22,None,75.22
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedFileTypes.java,None,BBB web,78.60,BBB web,78.60,BBB web,78.60,BBB web,78.60,BBB web,78.60,BBB web,78.60,BBB web,78.60,None,78.60,None,78.60
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundPipelineFactory.java,FreeSWITCH,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,FreeSWITCH,89.67,None,89.67
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,None,BBB web,76.80,BBB web,76.80,BBB web,76.80,BBB web,76.80,BBB web,76.80,BBB web,76.80,BBB web,76.80,None,76.80,None,76.80
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,FreeSWITCH,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12,FreeSWITCH,105.12
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,FreeSWITCH,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51,FreeSWITCH,105.51
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Pdf2PngPageConverterHandler.java,None,BBB web,75.73,BBB web,75.73,BBB web,75.73,BBB web,75.73,BBB web,75.73,BBB web,75.73,BBB web,75.73,None,75.73,None,75.73
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/TextFileCreator.java,None,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,None,74.73,None,74.73
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/GeneratedSlidesInfoHelper.java,None,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,BBB web,74.73,None,74.73,None,74.73
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,None,BBB web,75.65,BBB web,75.65,BBB web,75.65,BBB web,75.65,BBB web,75.65,BBB web,75.65,BBB web,75.65,None,75.65,None,75.65
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,BBB web,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91,Redis PubSub,133.91
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/example/SimpleHangupPipelineFactory.java,FreeSWITCH,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32,FreeSWITCH,94.32
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageCounterService.java,None,BBB web,75.10,BBB web,75.10,BBB web,75.10,BBB web,75.10,BBB web,75.10,BBB web,75.10,BBB web,75.10,None,75.10,None,75.10
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/MuteUserCommand.java,FreeSWITCH,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35,FreeSWITCH,103.35
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,FreeSWITCH,FreeSWITCH,86.51,FreeSWITCH,86.51,FreeSWITCH,86.51,FreeSWITCH,86.51,FreeSWITCH,86.51,FreeSWITCH,86.51,FreeSWITCH,86.51,FreeSWITCH,86.51,None,86.51
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/SendMsg.java,FreeSWITCH,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,FreeSWITCH,87.26,None,87.26
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java,BBB web,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,BBB web,74.78,None,74.78,None,74.78
bigbluebutton,Presentation Conversion,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,None,BBB web,79.48,BBB web,79.48,BBB web,79.48,BBB web,79.48,BBB web,79.48,BBB web,79.48,BBB web,79.48,None,79.48,None,79.48
bigbluebutton,Presentation Conversion,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,FreeSWITCH,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02,FreeSWITCH,105.02
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,FreeSWITCH,87.37,None,87.37
bigbluebutton,Presentation Conversion,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java,FreeSWITCH,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90,FreeSWITCH,92.90
bigbluebutton,Presentation Conversion,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java,Redis PubSub,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30,Redis PubSub,279.30
bigbluebutton,Presentation Conversion,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java,Apps,Apps,66.24,Apps,66.24,Apps,66.24,Apps,66.24,Apps,66.24,Apps,66.24,None,66.24,None,66.24,None,66.24
